gene_symbol	Blood and lymphatic system disorders	Cardiac disorders	Ear and labyrinth disorders	Endocrine disorders	Eye disorders	Gastrointestinal disorders	Hepatobiliary disorders	Immune system disorders	Metabolism and nutrition disorders	Musculoskeletal and connective tissue disorders	Nervous system disorders	Pregnancy, puerperium and perinatal conditions	Renal and urinary disorders	Reproductive system and breast disorders	Respiratory, thoracic and mediastinal disorders	Skin and subcutaneous tissue disorders	Vascular disorders
IL2RA	0.2	0.4	0.2	0.2	0.2	0.1	0.3	0.5	0.3	0.2	0.4	0.1	0.5	0.1	0.4	0.6	0.2
IL2RB	0_confirmed	0_confirmed	0_confirmed	0.4	0.2	0.1	0_confirmed	0.5	0.6	0.3	0_confirmed	0.0	0.2	0_confirmed	0.1	0.4	0.1
IL2RG	0_confirmed	0.1	0.1	0_confirmed	0.0	0_confirmed	0_confirmed	0.4	0_confirmed	0_confirmed	0.2	0.2	0.1	0.1	0.1	0_confirmed	0.0
IL3	0.1	0.1	0.1	0.1	0.2	0.2	0.1	0.2	0.1	0.1	0.3	0.2	0.1	0.1	0.1	0.1	0.1
IL31	0.3	0.2	0.0	0.2	0.1	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.2	0.1	0.0	0.0
IL31RA	0.2	0.3	0.0	0.0	0.0	0.1	0.0	0.2	0.0	0.1	0.1	0.1	0.0	0.1	0.3	0.1	0.2
IL32	0.0	0.1	0.0	0.1	0.0	0.1	0.3	0.1	0.0	0.0	0.2	0.3	0.1	0.1	0.0	0.0	0.2
IL33	0.3	0.1	0.0	0.1	0.1	0.3	0.2	0.0	0.1	0.0	0.0	0.1	0.1	0.0	0.0	0.1	0.0
IL34	0.0	0.1	0.1	0.1	0.2	0.0	0.2	0.3	0.2	0.0	0.2	0.1	0.0	0.1	0.2	0.1	0.0
IL36A	0.3	0.2	0.1	0.2	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.2	0.0	0.1	0.2	0.0	0.0
IL36B	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.1	0.0	0.0	0.0	0.2	0.0	0.0	0.2	0.0
IL36G	0.0	0.3	0.1	0.0	0.2	0.1	0.1	0.0	0.1	0.2	0.2	0.1	0.0	0.0	0.1	0.2	0.0
IL36RN	0.0	0.0	0.0	0.2	0.2	0.2	0.1	0.0	0.0	0.0	0.2	0.0	0.0	0.2	0.0	0.2	0.0
IL37	0.0	0.0	0.1	0.1	0.0	0.0	0.1	0.3	0.0	0.1	0.2	0.0	0.3	0.1	0.1	0.2	0.2
IL3RA	0.1	0.2	0.1	0_confirmed	0.0	0_confirmed	0_confirmed	0.0	0_confirmed	0.1	0_confirmed	0.1	0.0	0.1	0_confirmed	0_confirmed	0_confirmed
IL4	0.3	0.4	0.2	0.2	0.1	0.2	0.2	0.3	0.2	0.1	0.2	0.1	0.2	0_confirmed	0.3	0.1	0.1
IL4I1	0.0	0.1	0.0	0.0	0.2	0.0	0.1	0.1	0.0	0.1	0.1	0.2	0.1	0.0	0.1	0.1	0.1
IL4R	0.4	0.5	0.2	0.4	0.1	0.1	0.4	0.2	0.1	0.3	0.2	0.3	0.2	0.0	0.4	0.1	0.1
IL5	0.6	0.4	0.1	0.5	0.2	0.7	0.8	0.6	0.8	0.7	0.4	0.3	0.2	0.3	0.4	0.6	0.9
IL5RA	0.1	0.0	0.1	0.1	0.1	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.2	0.0	0.1	0.1	0.3
IL6	0.0	0.4	0.1	0.2	0.3	0.1	0.1	1_confirmed	0.2	1_confirmed	0.1	0.0	0.2	0.1	0.1	1_confirmed	0.1
IL6R	0.0	0.1	0.1	0.2	0.3	0.0	0.5	0.5	0.1	1_confirmed	0.1	0.2	0.2	0.1	0.2	0.3	0.0
IL6ST	0.1	0_confirmed	0_confirmed	0.1	0.0	0.1	0.1	0.1	0_confirmed	0.1	0.3	0.2	0.1	0.2	0.1	0.3	0_confirmed
IL7	0.0	0.0	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0.1	0.0	0.0	0.1	0.0	0.1	0.1	0.0
IL7R	0.0	0.1	0.2	0.1	0.0	0.0	0.1	0.2	0.1	0.1	0.0	0.1	0.1	0.0	0.3	0.1	0.3
IL9	0.0	0.1	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.2	0.0	0.1	0.2	0.1	0.0
IL9R	0.1	0.3	0.2	0.2	0.0	0.2	0.1	0.2	0.3	0.2	0.1	0.2	0.0	0.0	0.2	0.1	0.0
ILDR1	0.0	0.0	0.0	0.2	0.3	0.3	0.1	0.3	0.2	0.0	0.0	0.0	0.0	0.1	0.2	0.0	0.0
ILDR2	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.1	0.0	0.1	0.1	0.0	0.0	0.0	0.1	0.1
ILF2	0.1	0.1	0.0	0.0	0.0	0.3	0.0	0.0	0.3	0.0	0.1	0.0	0.2	0.2	0.1	0.0	0.2
ILF3	0.2	0.0	0.0	0.3	0.0	0.3	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0
ILK	0.2	0.2	0.0	0.1	0.0	0.0	0.2	0.1	0.0	0.2	0.1	0.2	0.2	0.0	0.1	0.0	0.1
ILKAP	0.2	0.0	0.0	0.1	0.2	0.0	0.0	0.1	0.1	0.1	0.0	0.0	0.2	0.3	0.2	0.1	0.1
ILRUN	0.0	0.0	0.2	0.1	0.0	0.1	0.2	0.0	0.2	0.2	0.0	0.1	0.0	0.2	0.0	0.1	0.0
ILVBL	0.0	0.0	0.1	0.2	0.0	0.1	0.1	0.1	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1
IMMP1L	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0
IMMP2L	0.1	0.3	0.0	0.2	0.0	0.1	0.1	0.2	0.2	0.0	0.3	0.2	0.2	0.0	0.0	0.0	0.0
IMMT	0.0	0.0	0.0	0.2	0.0	0.1	0.0	0.1	0.1	0.1	0.2	0.3	0.0	0.2	0.0	0.0	0.3
IMP3	0.1	0.1	0.1	0.1	0.0	0.1	0.2	0.0	0.1	0.1	0.2	0.0	0.0	0.2	0.1	0.0	0.2
IMP4	0.3	0.1	0.1	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.2	0.0	0.0	0.1	0.0	0.0
IMPA1	0.1	0.1	0.1	1_confirmed	0.2	1_confirmed	0.1	0.0	1_confirmed	1_confirmed	1_confirmed	0.2	1_confirmed	0.1	0.2	0.1	0.0
IMPA2	0.1	0.2	0.2	0.1	0.0	0_confirmed	0_confirmed	0.1	0_confirmed	0_confirmed	0.1	0.1	0.1	0.1	0_confirmed	0.2	0_confirmed
IMPACT	0.0	0.1	0.0	0.0	0.2	0.2	0.0	0.0	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.0
IMPAD1	0.0	0.0	0.0	0.0	0.1	0.1	0.2	0.2	0.1	0.0	0.0	0.1	0.3	0.0	0.0	0.0	0.1
IMPDH1	1_confirmed	1.0	0.4	0.1	0.1	1_confirmed	1_confirmed	1_confirmed	0.8	0.4	0.7	0.1	1_confirmed	0.2	0.6	0.9	0.8
IMPDH2	1_confirmed	0.8	1_confirmed	0.1	0.0	1_confirmed	1_confirmed	1_confirmed	1_confirmed	0.2	0.4	0.1	1_confirmed	0.1	0.3	1_confirmed	0.3
IMPG1	0.1	0.0	0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.2	0.2	0.1	0.0	0.0	0.0	0.0
IMPG2	0.1	0.0	0.1	0.2	0.2	0.1	0.0	0.1	0.0	0.1	0.0	0.0	0.1	0.1	0.0	0.3	0.0
INA	0.1	0.2	0.0	0.0	0.1	0.2	0.2	0.0	0.0	0.0	0.3	0.2	0.0	0.2	0.1	0.1	0.0
INAFM1	0.0	0.2	0.2	0.0	0.1	0.0	0.2	0.2	0.1	0.1	0.2	0.1	0.0	0.1	0.0	0.0	0.0
INAFM2	0.2	0.1	0.2	0.1	0.0	0.3	0.0	0.2	0.1	0.1	0.2	0.0	0.2	0.2	0.0	0.3	0.2
INAVA	0.1	0.1	0.3	0.1	0.1	0.3	0.2	0.0	0.1	0.2	0.2	0.0	0.1	0.0	0.0	0.0	0.0
INCA1	0.0	0.0	0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.0	0.1	0.1	0.1
INCENP	0.1	0.1	0.1	0.1	0.0	0.1	0.1	0.3	0.2	0.1	0.2	0.2	0.1	0.0	0.2	0.1	0.1
INF2	0.0	0.1	0.0	0.1	0.2	0.1	0.0	0.1	0.2	0.1	0.1	0.1	0.0	0.0	0.0	0.0	0.0
ING1	0.1	0.0	0.1	0.2	0.1	0.2	0.0	0.1	0.0	0.1	0.3	0.2	0.1	0.0	0.0	0.0	0.0
ING2	0.0	0.0	0.1	0.0	0.0	0.2	0.2	0.3	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.2	0.3
ING3	0.0	0.2	0.0	0.1	0.1	0.2	0.1	0.0	0.2	0.2	0.0	0.0	0.2	0.2	0.0	0.0	0.0
ING4	0.0	0.2	0.2	0.1	0.1	0.0	0.2	0.1	0.1	0.1	0.1	0.0	0.3	0.1	0.0	0.0	0.1
ING5	0.2	0.2	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.1	0.1	0.2	0.1	0.1	0.0	0.1	0.0
INHA	0.3	0.1	0.0	0.1	0.3	0.1	0.1	0.0	0.0	0.2	0.1	0.0	0.2	0.1	0.3	0.3	0.0
INHBA	0.0	0.1	0.0	0.2	0.0	0.2	0.2	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.1	0.2	0.2
INHBB	0.0	0.1	0.0	0.2	0.0	0.2	0.0	0.1	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.2	0.1
INHBC	0.1	0.1	0.1	0.0	0.1	0.2	0.2	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.2	0.0	0.0
INHBE	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0.1	0.2	0.0	0.2	0.2	0.0
INIP	0.0	0.2	0.3	0.1	0.0	0.1	0.0	0.1	0.1	0.3	0.0	0.2	0.1	0.1	0.1	0.0	0.1
INKA1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.2	0.1	0.0	0.0	0.0	0.3	0.1	0.0	0.1	0.3
INKA2	0.1	0.0	0.1	0.0	0.0	0.1	0.2	0.0	0.1	0.1	0.0	0.2	0.0	0.3	0.2	0.0	0.0
INMT	0.2	0.2	0.1	0.1	0.0	0.0	0.1	0.1	0.0	0.1	0.1	0.2	0.1	0.0	0.0	0.1	0.1
INO80	0.2	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.1	0.3	0.1	0.0	0.0	0.1	0.0	0.2
INO80B	0.0	0.0	0.1	0.2	0.0	0.0	0.2	0.2	0.2	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0
INO80C	0.1	0.1	0.0	0.0	0.0	0.2	0.2	0.0	0.0	0.3	0.1	0.1	0.0	0.3	0.1	0.2	0.2
INO80D	0.0	0.1	0.0	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.3	0.0	0.2	0.3	0.0
INO80E	0.1	0.0	0.0	0.1	0.2	0.0	0.1	0.1	0.2	0.3	0.0	0.1	0.2	0.0	0.0	0.0	0.1
INPP1	0.0	0.0	0.2	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.2	0.1	0.0	0.0	0.2
INPP4A	0.2	0.0	0.1	0.0	0.2	0.2	0.1	0.2	0.2	0.2	0.0	0.1	0.0	0.1	0.0	0.0	0.2
INPP4B	0.0	0.0	0.1	0.1	0.1	0.0	0.0	0.0	0.1	0.1	0.1	0.0	0.3	0.2	0.0	0.1	0.1
INPP5A	0.3	0.1	0.1	0.1	0.0	0.1	0.1	0.0	0.2	0.1	0.0	0.2	0.0	0.2	0.1	0.1	0.2
INPP5B	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.3	0.1	0.0	0.2	0.2	0.2	0.0	0.0	0.1
INPP5D	0.0	0.1	0.3	0.1	0.3	0.0	0.1	0.1	0.2	0.1	0.1	0.0	0.2	0.2	0.2	0.1	0.1
INPP5E	0.0	0.1	0.2	0.2	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.1	0.1
INPP5F	0.1	0.0	0.0	0.1	0.1	0.0	0.3	0.0	0.1	0.0	0.2	0.1	0.1	0.0	0.1	0.0	0.0
INPP5J	0.0	0.0	0.2	0.2	0.0	0.2	0.3	0.0	0.0	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.0
INPP5K	0.1	0.1	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.1	0.0	0.1	0.0	0.2	0.1
INPPL1	0.2	0.1	0.0	0.1	0.1	0.1	0.0	0.2	0.1	0.2	0.1	0.2	0.1	0.3	0.2	0.2	0.1
INS	0.6	0_confirmed	0.7	0_confirmed	0_confirmed	0.4	0_confirmed	0_confirmed	0_confirmed	0_confirmed	0.7	0.2	0_confirmed	0.9	0_confirmed	0_confirmed	0.8
INS-IGF2	0.1	0.1	0.3	0.0	0.1	0.2	0.2	0.0	0.0	0.1	0.3	0.0	0.0	0.5	0.2	0.0	0.2
INSC	0.1	0.1	0.2	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.2	0.0	0.2	0.0	0.0	0.2	0.3
INSIG1	0.1	0.2	0.0	0.0	0.1	0.1	0.2	0.1	0.1	0.1	0.2	0.1	0.1	0.0	0.2	0.2	0.2
INSIG2	0.0	0.0	0.0	0.1	0.0	0.1	0.1	0.2	0.1	0.1	0.3	0.0	0.1	0.0	0.1	0.1	0.1
INSL3	0.0	0.1	0.1	0.1	0.2	0.1	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.2	0.1	0.0
INSL4	0.1	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.2	0.0
INSL5	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.2	0.1	0.1	0.0	0.0	0.0	0.2	0.0
INSL6	0.1	0.0	0.2	0.0	0.1	0.2	0.1	0.0	0.1	0.0	0.1	0.2	0.0	0.2	0.1	0.2	0.0
INSM1	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.1	0.0	0.0	0.1	0.2	0.0	0.0	0.1	0.0	0.1
INSM2	0.0	0.1	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.3	0.0	0.2	0.1	0.0	0.0	0.0	0.2
INSR	0.9	1_confirmed	0.8	1_confirmed	1_confirmed	1.0	0.9	0.9	1_confirmed	1_confirmed	1_confirmed	1_confirmed	0.6	1.0	0.9	1_confirmed	1.0
INSRR	0.1	0.3	0.2	0.1	0.2	0.1	0.1	0.1	0.1	0.3	0.3	0.2	0.0	0.5	0.1	0.1	0.1
INSYN1	0.0	0.1	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.1	0.1
INSYN2A	0.0	0.0	0.1	0.0	0.2	0.0	0.0	0.3	0.1	0.0	0.3	0.2	0.2	0.0	0.0	0.0	0.2
INSYN2B	0.1	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.1	0.1	0.1	0.2	0.1	0.2	0.2
INTS1	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.1	0.1	0.1	0.1	0.2	0.1	0.1
INTS10	0.0	0.1	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.1	0.3	0.0	0.0
INTS11	0.0	0.3	0.0	0.0	0.0	0.1	0.2	0.2	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.1	0.2
INTS12	0.2	0.0	0.2	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.2	0.2
INTS13	0.1	0.3	0.0	0.1	0.3	0.1	0.0	0.1	0.2	0.0	0.1	0.1	0.0	0.1	0.1	0.0	0.0
INTS14	0.0	0.0	0.1	0.1	0.0	0.1	0.2	0.0	0.0	0.1	0.0	0.1	0.0	0.1	0.1	0.0	0.0
INTS2	0.0	0.0	0.0	0.1	0.2	0.1	0.0	0.0	0.3	0.2	0.1	0.2	0.3	0.1	0.0	0.1	0.0
INTS3	0.0	0.1	0.1	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.1	0.1	0.0
INTS4	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.2	0.3	0.0	0.2	0.0	0.1	0.1	0.2	0.0
INTS5	0.3	0.0	0.0	0.3	0.1	0.0	0.0	0.0	0.1	0.0	0.1	0.2	0.0	0.1	0.0	0.2	0.0
INTS6	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.1	0.0	0.1	0.0	0.1	0.2	0.3	0.0
INTS6L	0.1	0.1	0.0	0.0	0.2	0.1	0.1	0.1	0.2	0.2	0.1	0.2	0.0	0.1	0.0	0.0	0.0
INTS7	0.1	0.2	0.3	0.2	0.0	0.1	0.1	0.1	0.0	0.0	0.2	0.1	0.0	0.1	0.2	0.1	0.0
INTS8	0.1	0.1	0.2	0.1	0.0	0.0	0.3	0.1	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.2	0.0
INTS9	0.0	0.1	0.0	0.1	0.0	0.3	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.1	0.1	0.0
INTU	0.0	0.0	0.0	0.2	0.1	0.0	0.2	0.0	0.0	0.0	0.3	0.3	0.2	0.0	0.1	0.1	0.1
INVS	0_confirmed	0.0	0.0	0_confirmed	0.0	0_confirmed	0_confirmed	0.0	0_confirmed	0.0	0.1	0.0	0_confirmed	0.0	0_confirmed	0.0	0_confirmed
IP6K1	0.0	0.0	0.1	0.3	0.1	0.1	0.2	0.2	0.2	0.0	0.2	0.0	0.0	0.0	0.2	0.3	0.0
IP6K2	0.0	0.2	0.0	0.1	0.0	0.0	0.1	0.1	0.2	0.0	0.0	0.0	0.2	0.1	0.0	0.2	0.0
IP6K3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.1	0.2	0.1	0.0	0.0	0.1	0.2	0.2
IPCEF1	0.2	0.3	0.2	0.1	0.2	0.2	0.1	0.0	0.0	0.1	0.0	0.1	0.1	0.0	0.3	0.0	0.2
IPMK	0.2	0.3	0.1	0.1	0.0	0.1	0.0	0.0	0.1	0.1	0.2	0.0	0.2	0.1	0.3	0.1	0.1
IPO11	0.2	0.1	0.0	0.0	0.0	0.0	0.2	0.2	0.1	0.1	0.1	0.1	0.1	0.0	0.3	0.1	0.1
IPO13	0.2	0.1	0.1	0.1	0.0	0.1	0.0	0.1	0.1	0.2	0.0	0.2	0.1	0.2	0.1	0.2	0.1
IPO4	0.1	0.0	0.0	0.2	0.0	0.0	0.3	0.1	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.2	0.2
IPO5	0.2	0.2	0.1	0.3	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.1	0.3	0.0	0.0	0.1	0.0
IPO7	0.0	0.1	0.1	0.0	0.0	0.0	0.2	0.0	0.1	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.1
IPO8	0.1	0.3	0.1	0.1	0.1	0.0	0.1	0.1	0.4	0.0	0.0	0.1	0.0	0.0	0.1	0.1	0.1
IPO9	0.0	0.0	0.0	0.3	0.1	0.1	0.1	0.1	0.3	0.1	0.1	0.3	0.0	0.0	0.1	0.1	0.3
IPP	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.2	0.1	0.1	0.0	0.1	0.1	0.2	0.2	0.0	0.1
IPPK	0.0	0.0	0.0	0.2	0.0	0.0	0.2	0.1	0.1	0.1	0.1	0.0	0.2	0.0	0.1	0.0	0.0
IQANK1	0.0	0.1	0.1	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.1	0.1	0.2	0.1	0.2
IQCA1	0.1	0.0	0.0	0.1	0.0	0.2	0.0	0.1	0.0	0.2	0.0	0.2	0.0	0.2	0.0	0.0	0.0
IQCA1L	0.0	0.1	0.0	0.0	0.0	0.1	0.2	0.3	0.1	0.3	0.1	0.0	0.1	0.0	0.1	0.1	0.0
IQCB1	0.0	0.1	0.1	0.1	0.0	0.0	0.1	0.2	0.2	0.0	0.1	0.1	0.2	0.2	0.3	0.1	0.0
IQCC	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.3	0.0	0.0	0.1	0.0	0.2	0.0	0.3	0.2
IQCD	0.2	0.0	0.0	0.1	0.3	0.0	0.1	0.2	0.1	0.0	0.2	0.2	0.2	0.1	0.0	0.1	0.0
IQCE	0.2	0.0	0.0	0.2	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.3	0.1	0.0	0.1
IQCF1	0.0	0.2	0.1	0.2	0.1	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.1	0.0	0.0	0.1
IQCF2	0.1	0.0	0.1	0.0	0.2	0.1	0.2	0.2	0.0	0.0	0.0	0.0	0.3	0.1	0.0	0.2	0.0
IQCF3	0.0	0.1	0.0	0.1	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.3	0.0
IQCF5	0.0	0.0	0.0	0.1	0.3	0.3	0.0	0.3	0.1	0.0	0.1	0.1	0.1	0.1	0.0	0.0	0.1
IQCF6	0.1	0.1	0.0	0.0	0.1	0.3	0.0	0.0	0.2	0.1	0.0	0.0	0.1	0.0	0.2	0.0	0.0
IQCG	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0.0	0.2	0.1	0.1	0.0	0.0	0.3	0.1	0.1	0.1
IQCH	0.1	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.2	0.1	0.2	0.0	0.0	0.0	0.1
IQCJ	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0
IQCJ-SCHIP1	0.0	0.1	0.1	0.0	0.1	0.1	0.2	0.0	0.2	0.1	0.0	0.2	0.2	0.0	0.2	0.0	0.1
IQCK	0.1	0.1	0.1	0.3	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.1	0.2	0.0	0.2	0.0	0.0
IQCM	0.1	0.2	0.0	0.2	0.3	0.0	0.0	0.0	0.1	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.1
IQCN	0.0	0.3	0.1	0.1	0.1	0.1	0.3	0.1	0.1	0.1	0.0	0.0	0.0	0.2	0.0	0.0	0.1
IQGAP1	0.1	0.0	0.1	0.0	0.1	0.1	0.1	0.1	0.2	0.2	0.1	0.1	0.2	0.1	0.2	0.1	0.2
IQGAP2	0.3	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.2	0.3	0.3	0.0	0.1	0.1	0.3	0.0	0.1
IQGAP3	0.0	0.2	0.3	0.2	0.0	0.2	0.1	0.2	0.2	0.3	0.2	0.1	0.0	0.2	0.3	0.2	0.3
IQSEC1	0.1	0.1	0.0	0.1	0.1	0.0	0.1	0.2	0.1	0.0	0.1	0.0	0.1	0.1	0.1	0.1	0.0
IQSEC2	0.2	0.1	0.0	0.1	0.0	0.0	0.2	0.2	0.2	0.0	0.1	0.0	0.0	0.1	0.2	0.0	0.0
IQSEC3	0.1	0.3	0.1	0.0	0.0	0.0	0.2	0.2	0.1	0.1	0.2	0.2	0.3	0.0	0.0	0.0	0.1
IQUB	0.0	0.2	0.0	0.0	0.2	0.2	0.0	0.3	0.1	0.0	0.2	0.1	0.0	0.0	0.0	0.0	0.0
IRAG1	0.1	0.0	0.0	0.0	0.3	0.1	0.1	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.3	0.0	0.0
IRAG2	0.2	0.1	0.1	0.0	0.1	0.0	0.1	0.0	0.0	0.2	0.3	0.0	0.1	0.1	0.1	0.0	0.0
IRAK1	0.1	0.0	0.1	0.1	0.2	0.0	0.2	0.3	0.0	0.1	0.1	0.1	0.1	0.1	0.1	0.0	0.0
IRAK1BP1	0.1	0.3	0.1	0.1	0.1	0.0	0.1	0.2	0.2	0.2	0.0	0.0	0.1	0.1	0.0	0.1	0.0
IRAK2	0.0	0.0	0.0	0.0	0.2	0.0	0.3	0.1	0.2	0.0	0.2	0.1	0.1	0.0	0.2	0.2	0.0
IRAK3	0.1	0.0	0.0	0.0	0.1	0.0	0.1	0.2	0.1	0.0	0.2	0.1	0.0	0.1	0.0	0.0	0.2
IRAK4	0.0	0.0	0.1	0.0	0.1	0.1	0.0	0.2	0.1	0.1	0.1	0.0	0.0	0.1	0.1	0.2	0.1
IREB2	0.1	0.2	0.0	0.2	0.0	0.2	0.2	0.1	0.2	0.3	0.0	0.1	0.0	0.0	0.1	0.0	0.0
IRF1	0.2	0.1	0.1	0.0	0.1	0.1	0.2	0.1	0.2	0.2	0.1	0.0	0.1	0.1	0.0	0.0	0.0
IRF1-AS1	0.2	0.1	0.1	0.1	0.2	0.2	0.2	0.1	0.2	0_confirmed	0.2	0.1	0.2	0.2	0.0	0.1	0.1
IRF2	0.0	0.2	0.0	0.2	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0.0	0.1	0.0	0.0	0.0
IRF2BP1	0.0	0.0	0.1	0.1	0.0	0.0	0.2	0.0	0.1	0.0	0.3	0.1	0.0	0.2	0.0	0.0	0.3
IRF2BP2	0.1	0.0	0.2	0.1	0.2	0.0	0.0	0.2	0.0	0.0	0.0	0.2	0.0	0.2	0.1	0.1	0.1
IRF2BPL	0.0	0.1	0.2	0.0	0.2	0.0	0.0	0.2	0.3	0.2	0.0	0.0	0.0	0.1	0.1	0.1	0.0
IRF3	0.0	0.0	0.2	0.2	0.2	0.1	0.1	0.1	0.1	0.3	0.0	0.1	0.1	0.0	0.0	0.1	0.0
IRF4	0.2	0.3	0.0	0.0	0.0	0.1	0.1	0.0	0.1	0.0	0.1	0.0	0.2	0.3	0.1	0.1	0.2
IRF5	0.0	0.1	0.2	0.0	0.1	0.0	0.1	0.2	0.2	0.1	0.1	0.0	0.1	0.0	0.1	0.1	0.0
IRF6	0.2	0.0	0.0	0.1	0.0	0.1	0.1	0.1	0.1	0.2	0.2	0.2	0.2	0.2	0.0	0.2	0.0
IRF7	0.0	0.1	0.2	0.0	0.1	0.0	0.2	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.3	0.2	0.0
IRF8	0.0	0.1	0.0	0.3	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.1	0.0	0.1	0.3	0.3
IRF9	0.0	0.0	0.0	0.3	0.3	0.0	0.1	0.1	0.1	0.1	0.1	0.1	0.0	0.1	0.1	0.0	0.0
IRG1	0.0	0.2	0.0	0.0	0.3	0.0	0.0	0.1	0.0	0.0	0.1	0.1	0.0	0.2	0.1	0.0	0.0
IRGC	0.1	0.0	0.0	0.0	0.0	0.2	0.3	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.2	0.2
IRGM	0.2	0.0	0.1	0.1	0.0	0.0	0.1	0.1	0.1	0.0	0.3	0.0	0.1	0.0	0.0	0.0	0.2
IRGQ	0.0	0.0	0.0	0.0	0.1	0.1	0.1	0.0	0.0	0.2	0.2	0.1	0.0	0.0	0.0	0.2	0.0
IRS1	0.5	0.5	0.7	0.4	0.8	0.8	0.7	0.8	1_confirmed	0.4	0.8	0.1	0.6	0.9	0.6	0.9	1.0
